date,state,district,total_bio_updates,avg_updates,std_updates,upper_threshold,early_warning,severity_score
2025-03-31,ANDHRA PRADESH,Y. S. R,560,956.4444444444445,366.2492700030647,1688.942984450574,0,-1.0824443266224861
2025-03-31,ARUNACHAL PRADESH,ANJAW,134,130.11111111111111,50.37222559219625,230.8555622955036,0,0.07720303884074081
2025-03-31,ARUNACHAL PRADESH,CHANGLANG,822,909.2222222222222,330.2982658816792,1569.8187539855805,0,-0.2640710873531116
2025-03-31,ARUNACHAL PRADESH,DIBANG VALLEY,56,52.333333333333336,54.19640209460403,160.7261375225414,0,0.06765516759334342
2025-03-31,ARUNACHAL PRADESH,EAST KAMENG,433,477.44444444444446,135.3487265465685,748.1418975375815,0,-0.3283698751990308
2025-03-31,ARUNACHAL PRADESH,EAST SIANG,265,369.0,156.81438071809615,682.6287614361922,0,-0.6632044811436006
2025-03-31,ARUNACHAL PRADESH,KRA DAADI,197,137.77777777777777,58.38616655034346,254.5501108784647,0,1.0143194136775169
2025-03-31,ARUNACHAL PRADESH,KURUNG KUMEY,629,376.6666666666667,170.11466721009097,716.8960010868486,0,1.4833132114452108
2025-03-31,ARUNACHAL PRADESH,LOHIT,464,432.3333333333333,124.25679055890667,680.8469144511466,0,0.25484858030076357
2025-03-31,ARUNACHAL PRADESH,LONGDING,262,288.77777777777777,77.17800492656211,443.133787630902,0,-0.34696125927662774
2025-03-31,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,197,249.77777777777777,67.56437259713468,384.9065229720471,0,-0.7811480481358901
2025-03-31,ARUNACHAL PRADESH,LOWER SIANG,38,68.83333333333333,64.53035461444998,197.89404256223327,0,-0.47781131093349
2025-03-31,ARUNACHAL PRADESH,LOWER SUBANSIRI,209,297.77777777777777,117.2772119571592,532.3322016920962,0,-0.7569908620457986
2025-03-31,ARUNACHAL PRADESH,NAMSAI,487,667.0,276.2621038072359,1219.5242076144718,0,-0.6515551627218348
2025-03-31,ARUNACHAL PRADESH,PAKKE KESSANG,18,14.8,9.5236547606473,33.847309521294605,0,0.33600546013309107
2025-03-31,ARUNACHAL PRADESH,PAPUM PARE,1062,1028.7777777777778,267.71336246897437,1564.2045027157264,0,0.12409624202479747
2025-03-31,ARUNACHAL PRADESH,SHI-YOMI,26,58.77777777777778,67.28814490268286,193.3540675831435,0,-0.48712559731262395
2025-03-31,ARUNACHAL PRADESH,SIANG,117,145.44444444444446,40.506515250978794,226.45747494640204,0,-0.7022189953443879
2025-03-31,ARUNACHAL PRADESH,TAWANG,198,273.77777777777777,121.53166025544309,516.8410982886639,0,-0.6235229373029476
2025-03-31,ARUNACHAL PRADESH,TIRAP,102,210.33333333333334,117.64884189825244,445.63101712983826,0,-0.9208193772704066
2025-03-31,ARUNACHAL PRADESH,UPPER SIANG,125,199.55555555555554,109.88984383362175,419.335243222799,0,-0.6784571981778049
2025-03-31,ARUNACHAL PRADESH,UPPER SUBANSIRI,559,462.8888888888889,116.63987787678414,696.1686446424571,0,0.8239987289136294
2025-03-31,ARUNACHAL PRADESH,WEST KAMENG,613,685.7777777777778,209.0961368472513,1103.9700514722804,0,-0.3480589305719377
2025-03-31,ARUNACHAL PRADESH,WEST SIANG,387,516.2222222222222,260.9036114055236,1038.0294450332694,0,-0.49528721172575696
2025-03-31,ASSAM,BAKSA,1860,1939.4444444444443,638.4937570390002,3216.431958522445,0,-0.12442477873686046
2025-03-31,ASSAM,BARPETA,10804,10602.333333333334,3309.5039658534934,17221.34126504032,0,0.06093561716420482
2025-03-31,ASSAM,BISWANATH,841,1060.888888888889,360.75353236123846,1782.3959536113657,0,-0.6095266412213657
2025-03-31,ASSAM,BONGAIGAON,4181,4067.5555555555557,1396.5140628643085,6860.583681284173,0,0.08123401508164198
2025-03-31,ASSAM,CACHAR,4187,7349.444444444444,2624.8887648389555,12599.221974122356,0,-1.2047917941537876
2025-03-31,ASSAM,CHARAIDEO,617,921.4444444444445,366.80788947046625,1655.060223385377,0,-0.8299833596380619
2025-03-31,ASSAM,CHIRANG,2290,3009.6666666666665,1151.1648448419542,5311.996356350575,0,-0.6251638676174749
2025-03-31,ASSAM,DARRANG,1605,2918.3333333333335,1017.7616371233493,4953.856607580032,0,-1.290413477408524
2025-03-31,ASSAM,DHEMAJI,2456,2303.3333333333335,593.0352013160771,3489.4037359654876,0,0.257432722927518
2025-03-31,ASSAM,DHUBRI,8420,6608.333333333333,2446.637590653753,11501.608514640839,0,0.7404720149756963
2025-03-31,ASSAM,DIBRUGARH,3759,2970.5555555555557,1096.2829369181013,5163.121429391758,0,0.7191979532774081
2025-03-31,ASSAM,GOALPARA,1449,3069.3333333333335,1346.3786614470685,5762.09065622747,0,-1.203475203321941
2025-03-31,ASSAM,GOLAGHAT,1408,2239.3333333333335,757.7822906349818,3754.897914603297,0,-1.0970609152619808
2025-03-31,ASSAM,HAILAKANDI,794,2347.0,1105.986211487286,4558.972422974572,0,-1.4041766378909804
2025-03-31,ASSAM,HOJAI,2824,3222.4444444444443,965.9628759832221,5154.370196410889,0,-0.4124842210306278
2025-03-31,ASSAM,JORHAT,1438,1808.7777777777778,568.3721883101288,2945.522154398035,0,-0.6523503179847098
2025-03-31,ASSAM,KAMRUP,3799,4805.777777777777,1856.485710810736,8518.74919939925,0,-0.5423030039580067
2025-03-31,ASSAM,KAMRUP METRO,3461,2973.5555555555557,693.2171577347012,4359.989871024958,0,0.7031626944106778
2025-03-31,ASSAM,KARBI ANGLONG,3031,4356.222222222223,2333.1613091349777,9022.544840492177,0,-0.5679942561337734
2025-03-31,ASSAM,KARIMGANJ,1822,3960.6666666666665,2538.3113973663676,9037.289461399401,0,-0.8425548846708274
2025-03-31,ASSAM,KOKRAJHAR,4280,3206.5555555555557,1319.9702753387205,5846.496106232997,0,0.8132338011694887
2025-03-31,ASSAM,LAKHIMPUR,2823,3308.0,1234.7150480981431,5777.430096196286,0,-0.3928031821974272
2025-03-31,ASSAM,MAJULI,444,375.77777777777777,111.51992846323228,598.8176347042423,0,0.6117491569653836
2025-03-31,ASSAM,MARIGAON,3523,3770.6666666666665,1287.0823594471335,6344.831385560934,0,-0.1924248785237425
2025-03-31,ASSAM,NAGAON,8289,13097.666666666666,5127.24082718961,23352.148321045886,0,-0.9378663551683482
2025-03-31,ASSAM,NALBARI,2363,2250.1111111111113,1028.689754547556,4307.490620206223,0,0.10974046197100513
2025-03-31,ASSAM,NORTH CACHAR HILLS,183,447.1111111111111,239.8694668170818,926.8500447452747,0,-1.1010618175614462
2025-03-31,ASSAM,SIBSAGAR,1111,1264.4444444444443,427.9121145489781,2120.2686735424004,0,-0.35858868965693036
2025-03-31,ASSAM,SONITPUR,2988,3346.3333333333335,828.5045262398993,5003.342385813132,0,-0.43250618673092867
2025-03-31,ASSAM,SOUTH SALMARA MANKACHAR,382,538.6666666666666,204.4700467061129,947.6067600788924,0,-0.7662083967332652
2025-03-31,ASSAM,TINSUKIA,1981,2138.777777777778,620.9651314240152,3380.7080406258083,0,-0.2540847622409285
2025-03-31,ASSAM,UDALGURI,3283,2483.1111111111113,931.8226017387167,4346.756314588545,0,0.8584132724365681
2025-03-31,ASSAM,WEST KARBI ANGLONG,235,376.8888888888889,219.4262088063117,815.7413065015123,0,-0.646636013358526
2025-03-31,BIHAR,ARARIA,27033,17271.555555555555,7179.686659442582,31630.928874440717,0,1.3595919860383303
2025-03-31,BIHAR,ARWAL,4732,3411.5555555555557,1033.6988332090627,5478.953221973681,0,1.277397634613938
2025-03-31,BIHAR,AURANGABAD,13823,10714.444444444445,2742.3015475650705,16199.047539574585,0,1.1335571605229506
2025-03-31,BIHAR,BANKA,14796,10914.111111111111,4100.728119628405,19115.56735036792,0,0.9466340551347387
2025-03-31,BIHAR,BEGUSARAI,25384,16356.444444444445,6626.865682792867,29610.17581003018,0,1.3622662639739707
2025-03-31,BIHAR,BHAGALPUR,25298,16479.333333333332,5791.988950265702,28063.311233864737,0,1.522562757351621
2025-03-31,BIHAR,BHOJPUR,17270,10777.333333333334,3530.4141400124713,17838.161613358276,0,1.839066582325588
2025-03-31,BIHAR,BUXAR,8201,6336.444444444444,1798.5874395696687,9933.619323583782,0,1.03667773639166
2025-03-31,BIHAR,DARBHANGA,31052,23375.555555555555,7432.547008110864,38240.649571777285,0,1.0328147855731589
2025-03-31,BIHAR,EAST CHAMPARAN,33909,23570.444444444445,8114.979699776074,39800.403843996595,0,1.2740088007664194
2025-03-31,BIHAR,GAYA,37727,20574.666666666668,9459.074042949447,39492.814752565566,0,1.8133205486554198
2025-03-31,BIHAR,GOPALGANJ,14054,11498.222222222223,3655.827429521865,18809.877081265953,0,0.6990969423608817
2025-03-31,BIHAR,JAMUI,12665,9128.555555555555,3624.969969224266,16378.495494004088,0,0.9755789632655177
2025-03-31,BIHAR,JEHANABAD,6408,4158.888888888889,1334.6633886906136,6828.215666270116,0,1.6851523239261301
2025-03-31,BIHAR,KAIMUR (BHABUA),13929,8684.111111111111,2622.0344412518903,13928.179993614893,1,2.000312736694914
2025-03-31,BIHAR,KATIHAR,33634,24142.222222222223,7426.864459140509,38995.95114050324,0,1.27803298821428
2025-03-31,BIHAR,KHAGARIA,13005,8878.222222222223,3549.5678179807246,15977.357858183672,0,1.1626141517491602
2025-03-31,BIHAR,KISHANGANJ,16294,15697.666666666666,3939.8678277322956,23577.402322131256,0,0.15135871542080911
2025-03-31,BIHAR,LAKHISARAI,7687,5499.666666666667,1667.9679253510844,8835.602517368836,0,1.3113761362485008
2025-03-31,BIHAR,MADHEPURA,17817,13026.333333333334,4974.600612109479,22975.53455755229,0,0.9630253843906444
2025-03-31,BIHAR,MADHUBANI,37883,26459.444444444445,9917.855881075193,46295.15620659483,0,1.1518170552723468
2025-03-31,BIHAR,MUNGER,7804,5607.888888888889,1786.1797533034326,9180.248395495753,0,1.2295017380247062
2025-03-31,BIHAR,MUZAFFARPUR,31812,23171.555555555555,7710.397900094246,38592.351355744046,0,1.1206223798565351
2025-03-31,BIHAR,NALANDA,18080,13044.666666666666,4252.637328764352,21549.94132419537,0,1.1840495542083769
2025-03-31,BIHAR,NAWADA,16357,9582.777777777777,3738.352671223576,17059.48312022493,0,1.812087520358264
2025-03-31,BIHAR,PATNA,30090,23223.777777777777,7464.161419372203,38152.100616522184,0,0.9198919793457156
2025-03-31,BIHAR,PURNEA,547,550.4444444444445,119.9469790273093,790.338402499063,0,-0.028716391795580217
2025-03-31,BIHAR,PURNIA,31049,25394.555555555555,9011.583782986083,43417.72312152772,0,0.6274640041764985
2025-03-31,BIHAR,ROHTAS,16838,12412.222222222223,3231.869419460577,18875.961061143375,0,1.3694172639303208
2025-03-31,BIHAR,SAHARSA,18702,13318.444444444445,3933.065887800226,21184.576220044895,0,1.3687936355845265
2025-03-31,BIHAR,SAMASTIPUR,33151,22240.555555555555,9290.338598661396,40821.23275287835,0,1.1743860924526996
2025-03-31,BIHAR,SARAN,20868,16500.333333333332,4475.044189725952,25450.421712785235,0,0.9760052597232879
2025-03-31,BIHAR,SHEIKHPURA,5340,4491.444444444444,872.6282299913163,6236.700904427077,0,0.9724135965255213
2025-03-31,BIHAR,SHEOHAR,5051,3631.3333333333335,1211.446965409547,6054.227264152427,0,1.1718768606488092
2025-03-31,BIHAR,SITAMARHI,28500,20222.222222222223,6759.749639923393,33741.721502069006,0,1.2245686924392643
2025-03-31,BIHAR,SIWAN,17190,13978.222222222223,3598.5045775216745,21175.231377265573,0,0.8925312469630816
2025-03-31,BIHAR,SUPAUL,18542,12485.555555555555,4756.280666421797,21998.11688839915,0,1.2733572447062456
2025-03-31,BIHAR,VAISHALI,25879,18684.444444444445,6490.1043156314345,31664.653075707312,0,1.1085423601324016
2025-03-31,BIHAR,WEST CHAMPARAN,25108,18535.222222222223,6462.48322585401,31460.188673930243,0,1.0170668995290417
2025-03-31,CHANDIGARH,CHANDIGARH,6430,8273.555555555555,9234.600141737474,26742.755839030502,0,-0.19963566665147378
2025-03-31,CHHATTISGARH,BALOD,5814,9023.888888888889,4190.469050250951,17404.826989390793,0,-0.7659975173176999
2025-03-31,CHHATTISGARH,BALODA BAZAR,6711,15638.555555555555,6832.503295116496,29303.562145788546,0,-1.3066302597960675
2025-03-31,CHHATTISGARH,BALRAMPUR,1933,5804.777777777777,2848.172650041504,11501.123077860786,0,-1.3593901260590215
2025-03-31,CHHATTISGARH,BASTAR,5262,10487.111111111111,4635.490142488829,19758.09139608877,0,-1.1271971141126642
2025-03-31,CHHATTISGARH,BEMETARA,8169,12412.222222222223,6005.664675491335,24423.551573204895,0,-0.7065366535595123
2025-03-31,CHHATTISGARH,BIJAPUR,3194,3098.222222222222,1006.7252328438204,5111.672687909863,0,0.09513795289229274
2025-03-31,CHHATTISGARH,BILASPUR,12003,21670.777777777777,8273.73304164719,38218.24386107216,0,-1.1684904177006237
2025-03-31,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,1523,3023.4444444444443,1623.2606931044004,6269.965830653246,0,-0.9243397876991178
2025-03-31,CHHATTISGARH,DANTEWADA,714,2103.1111111111113,1634.325965378728,5371.763041868568,0,-0.8499596411840693
2025-03-31,CHHATTISGARH,DHAMTARI,6532,10030.888888888889,3452.3267315118233,16935.542351912536,0,-1.0134871815439888
2025-03-31,CHHATTISGARH,DURG,13297,19983.444444444445,9223.697863534873,38430.840171514195,0,-0.7249201506132101
2025-03-31,CHHATTISGARH,GARIYABAND,2165,5787.555555555556,2773.264507359112,11334.084570273779,0,-1.3062423529896885
2025-03-31,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,116,254.33333333333334,141.93836690620333,538.21006714574,0,-0.9746014157310103
2025-03-31,CHHATTISGARH,JANJGIR-CHAMPA,12886,20072.666666666668,6671.760225008089,33416.18711668285,0,-1.0771770004156518
2025-03-31,CHHATTISGARH,JASHPUR,4292,8289.222222222223,3720.950677507624,15731.123577237471,0,-1.0742475696828242
2025-03-31,CHHATTISGARH,KABEERDHAM,1657,3613.0,2329.4693065159713,8271.938613031944,0,-0.8396762277694296
2025-03-31,CHHATTISGARH,KANKER,3002,5912.111111111111,3126.3816323525048,12164.874375816122,0,-0.930824017450916
2025-03-31,CHHATTISGARH,KAWARDHA,4075,6754.555555555556,3897.948406248828,14550.452368053211,0,-0.6874271478965555
2025-03-31,CHHATTISGARH,KONDAGAON,2696,6371.777777777777,3690.366302204219,13752.510382186216,0,-0.9960468627686828
2025-03-31,CHHATTISGARH,KORBA,12543,11319.333333333334,2052.170375480555,15423.674084294444,0,0.5962792764612057
2025-03-31,CHHATTISGARH,KORIYA,4207,6766.333333333333,2830.0272525189575,12426.387838371247,0,-0.904349359553098
2025-03-31,CHHATTISGARH,MAHASAMUND,6984,11096.555555555555,4748.404892990674,20593.365341536904,0,-0.8660920136836427
2025-03-31,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,145,510.55555555555554,398.92139298084504,1308.3983415172456,0,-0.9163598693567893
2025-03-31,CHHATTISGARH,MUNGELI,3433,9174.111111111111,4849.436396233186,18872.983903577486,0,-1.1838718238619514
2025-03-31,CHHATTISGARH,NARAYANPUR,2048,2463.6666666666665,1146.6443432904555,4756.9553532475775,0,-0.3625070573093774
2025-03-31,CHHATTISGARH,RAIGARH,9649,19402.88888888889,5253.614409253034,29910.11770739496,0,-1.856605401361329
2025-03-31,CHHATTISGARH,RAIPUR,12419,21374.333333333332,9952.129395260092,41278.592123853516,0,-0.8998409262643325
2025-03-31,CHHATTISGARH,RAJNANDGAON,11075,17166.444444444445,7211.210961258711,31588.86636696187,0,-0.8447186578190452
2025-03-31,CHHATTISGARH,SAKTI,59,447.1111111111111,336.55365264859495,1120.218416408301,0,-1.1531923901487076
2025-03-31,CHHATTISGARH,SUKMA,1431,3348.777777777778,2202.8505270318374,7754.478831841452,0,-0.8705891544815018
2025-03-31,CHHATTISGARH,SURAJPUR,5077,7980.222222222223,2713.3121723171557,13406.846566856533,0,-1.0699919647442868
2025-03-31,CHHATTISGARH,SURGUJA,4864,9206.666666666666,5240.628755216305,19687.924177099274,0,-0.828653749293757
2025-03-31,CHHATTISGARH,UTTAR BASTAR KANKER,1417,3366.777777777778,1692.091440922873,6750.960659623524,0,-1.1522886592431207
2025-03-31,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,139,92.16666666666667,33.80187371532334,159.77041409731333,0,1.3855247708384422
2025-03-31,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,3200,3026.1111111111113,1163.2717271175773,5352.654565346265,0,0.14948260568471028
2025-03-31,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,386,219.77777777777777,131.50073933041003,482.7792564385978,0,1.2640402104855903
2025-03-31,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,73,57.888888888888886,35.673675323845046,129.23623953657898,0,0.42359277461412914
2025-03-31,DAMAN & DIU,DAMAN,304,156.88888888888889,71.42906349036862,299.7470158696261,1,2.059541367652781
2025-03-31,DAMAN & DIU,DIU,63,96.625,66.7702617723104,230.1655235446208,0,-0.503592454297435
2025-03-31,DAMAN AND DIU,DAMAN,566,448.1111111111111,127.93498783019095,703.981086771493,0,0.9214749685626554
2025-03-31,DAMAN AND DIU,DIU,356,303.3333333333333,134.62540622037136,572.584145774076,0,0.3912089712134679
2025-03-31,DELHI,CENTRAL DELHI,6104,6006.666666666667,2412.2298294316815,10831.12632553003,0,0.04034994184458147
2025-03-31,DELHI,EAST DELHI,13135,13645.0,6219.267099104202,26083.534198208406,0,-0.08200323155013849
2025-03-31,DELHI,NAJAFGARH,195,120.71428571428571,73.77604463445273,268.26637498319116,0,1.0069083352704375
2025-03-31,DELHI,NEW DELHI,686,507.0,179.2170471802278,865.4340943604557,0,0.9987889144272668
2025-03-31,DELHI,NORTH DELHI,7093,6758.888888888889,2587.7212197435624,11934.331328376014,0,0.12911402842081304
2025-03-31,DELHI,NORTH EAST,4659,5180.0,3336.3953602653273,11852.790720530655,0,-0.1561565533284303
2025-03-31,DELHI,NORTH EAST DELHI,13709,15899.555555555555,6836.576978121271,29572.709511798097,0,-0.32041701023273367
2025-03-31,DELHI,NORTH WEST DELHI,44904,36143.666666666664,15424.86952132821,66993.40570932308,0,0.5679356523061855
2025-03-31,DELHI,SHAHDARA,910,884.7777777777778,471.6229367242908,1828.0236512263596,0,0.05347963438208901
2025-03-31,DELHI,SOUTH DELHI,28161,24770.666666666668,12974.148199400222,50718.96306546711,0,0.26131452186510884
2025-03-31,DELHI,SOUTH EAST DELHI,59,64.66666666666667,35.612497806247745,135.89166227916218,0,-0.1591201689220611
2025-03-31,DELHI,SOUTH WEST DELHI,20474,15725.222222222223,6662.486599944833,29050.195422111887,0,0.7127635765627054
2025-03-31,DELHI,WEST DELHI,24279,19249.11111111111,8952.580877105278,37154.27286532166,0,0.5618367438323832
2025-03-31,GOA,NORTH GOA,4442,4196.777777777777,751.4440727322589,5699.665923242295,0,0.3263346283783861
2025-03-31,GOA,SOUTH GOA,4541,3398.222222222222,871.0466086521687,5140.315439526559,0,1.3119593904924074
2025-03-31,GUJARAT,AHMADABAD,774,1742.4444444444443,842.3755265781276,3427.1954976006996,0,-1.1496588087956805
2025-03-31,GUJARAT,AHMEDABAD,48395,45054.444444444445,17552.3235364375,80159.09151731944,0,0.19031984845885364
2025-03-31,GUJARAT,AMRELI,7312,7612.666666666667,2976.247889541461,13565.16244574959,0,-0.101022051195134
2025-03-31,GUJARAT,ANAND,14071,12632.777777777777,5306.396959750038,23245.571697277854,0,0.27103555070067187
2025-03-31,GUJARAT,ARVALLI,2704,3296.5555555555557,1610.1863332477326,6516.928222051021,0,-0.36800433795781634
2025-03-31,GUJARAT,BANASKANTHA,18704,16861.88888888889,7278.876775376207,31419.642439641306,0,0.25307628744902066
2025-03-31,GUJARAT,BHARUCH,9933,8486.444444444445,2943.6212014757916,14373.686847396028,0,0.4914204160611157
2025-03-31,GUJARAT,BHAVNAGAR,18070,15683.555555555555,6470.244916367368,28624.04538829029,0,0.3688337111331919
2025-03-31,GUJARAT,BOTAD,2178,1806.2222222222222,831.728287630308,3469.6787974828385,0,0.4469942688098496
2025-03-31,GUJARAT,CHHOTAUDEPUR,3350,3755.777777777778,1837.8788573908903,7431.535492559558,0,-0.22078592185005735
2025-03-31,GUJARAT,DAHOD,14189,12852.777777777777,5030.615563173601,22914.00890412498,0,0.2656180352965109
2025-03-31,GUJARAT,DEVBHUMI DWARKA,2761,2829.3333333333335,1279.0313717810052,5387.396076895344,0,-0.05342584618403986
2025-03-31,GUJARAT,DOHAD,1880,1746.2222222222222,583.7447596719344,2913.711741566091,0,0.22917169800883724
2025-03-31,GUJARAT,GANDHINAGAR,10178,8507.111111111111,3815.624013331386,16138.359137773883,0,0.43790711114380765
2025-03-31,GUJARAT,GIR SOMNATH,4281,4085.1111111111113,1784.4007708783113,7653.912652867733,0,0.10977852738343583
2025-03-31,GUJARAT,JAMNAGAR,10009,9011.333333333334,3699.2227224107505,16409.778778154836,0,0.26969629609554724
2025-03-31,GUJARAT,JUNAGADH,11933,11408.0,4502.907588436608,20413.815176873217,0,0.11659133341936469
2025-03-31,GUJARAT,KACHCHH,16282,13773.444444444445,5873.223435880655,25519.891316205758,0,0.42711733734329
2025-03-31,GUJARAT,KHEDA,16987,13017.888888888889,5037.191738569331,23092.27236602755,0,0.7879610936228572
2025-03-31,GUJARAT,MAHESANA,12839,11101.444444444445,4958.726452203003,21018.89734885045,0,0.35040359098324825
